item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Syrup Powerade,10/23/2018,Beverage 4316,gal,1.25,0.0,0,0,0,0.0,0,2.50,16.01,40.04,-1.2500,40.037000000000006
Tea Bag Brew Lipton,10/23/2018,Beverage 4316,ea,12.00,24.0,0,0,0,24.0,0,18.00,0.17,3.00,18.0000,3.0024
Water (bottle),10/23/2018,Beverage 4316,bottle,68.00,24.0,0,0,0,24.0,0,55.00,0.28,15.36,37.0000,15.356
Box - Mini Jimmy 12 CT Sandwich,10/23/2018,Catering 4320,each,24.00,0.0,0,0,0,0.0,0,24.00,0.91,21.90,0.0000,21.8952
Box - Mini Jimmy 24 CT Sandwich,10/23/2018,Catering 4320,each,31.00,0.0,0,0,0,0.0,0,31.00,1.61,49.79,0.0000,49.7891
Box w/window - Jimmy 6 pk Cookie,10/23/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Paper Bag - Mini Jimmy Sandwich,10/23/2018,Catering 4320,Case 500,1.10,0.0,0,0,0,0.0,0,1.00,16.10,16.10,0.1000,16.1
Pickle Container - clear plastic w/lid & label,10/23/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,10/23/2018,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,10/23/2018,Catering 4320,ea,56.00,0.0,0,0,0,0.0,0,36.00,0.31,11.20,20.0000,11.2032
"Tray Cater Cmbo 12"" w / dome lid",10/23/2018,Catering 4320,each,8.00,0.0,0,0,0,0.0,0,5.00,0.83,4.16,3.0000,4.155
"Tray Cater Cmbo 16"" w / dome lid",10/23/2018,Catering 4320,each,28.00,0.0,0,0,0,0.0,0,23.00,1.50,34.58,5.0000,34.5828
Party Tray Bags,10/23/2018,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,10/23/2018,Office Supplies 5230,Case 5000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,10/30/2018,Bread 4311,ea,839.00,640.0,0,0,0,640.0,0,705.00,0.44,309.99,774.0000,309.9885
Wheat Sub -  9 Grain Roll,10/30/2018,Bread 4311,ea,169.00,128.0,0,0,0,128.0,0,204.00,0.57,115.77,93.0000,115.77
Wheat,10/30/2018,Bread 4311,ea,47.00,32.0,0,0,0,32.0,0,38.00,1.45,54.93,41.0000,54.9328
Buttermilk (0.5 gal),10/30/2018,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Buttermilk (0.5 gal),10/30/2018,Food 4312,0.5 gal,0.00,0.0,0,0,0,0.0,0,0.00,4.29,0.00,0.0000,0.0
Equal Sugar Substitute,10/30/2018,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,10/30/2018,Food 4312,Container 3.2oz,9.00,0.0,0,0,0,0.0,0,8.00,1.42,11.32,1.0000,11.3248
Pepper Jalapeno Slices,10/30/2018,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,10/30/2018,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,10/30/2018,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,10/30/2018,Food 4312,ea,1.25,0.0,0,0,0,0.0,0,1.25,8.35,10.44,0.0000,10.4375
Avo Fresco,10/30/2018,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,10/30/2018,Food 4312,lb,67.30,0.0,0,0,0,0.0,0,27.75,3.07,85.30,39.5500,85.2952
Salami,10/30/2018,Food 4312,lb,48.87,35.45,0,0,0,35.45,0,35.95,3.03,108.79,48.3700,108.7883
Ham,10/30/2018,Food 4312,lb,109.75,89.1,0,0,0,89.1,0,97.05,1.76,170.71,101.8000,170.711
Turkey,10/30/2018,Food 4312,lb,139.75,131.5,0,0,0,131.5,0,145.50,2.89,419.77,125.7500,419.7675
Beef,10/30/2018,Food 4312,lb,49.50,54.1,0,0,0,54.1,0,43.90,3.99,175.12,59.7000,175.1171
BACON - SLI APPLWD SMKD CKD,10/30/2018,Food 4312,ea,775.00,600.0,0,0,0,600.0,0,471.00,0.22,104.23,904.0000,104.2323
Cheese,10/30/2018,Food 4312,lb,108.00,104.72,0,0,0,104.72,0,74.00,2.21,163.54,138.7200,163.54
Mayonnaise,10/30/2018,Food 4312,gal mayo,54.00,16.0,0,0,0,16.0,0,59.00,8.16,481.43,11.0000,481.4341
Oil,10/30/2018,Food 4312,gal oil,11.00,0.0,0,0,0,0.0,0,10.00,9.40,94.05,1.0000,94.049
Vinegar,10/30/2018,Food 4312,gal vinegar,12.00,0.0,0,0,0,0.0,0,12.60,3.89,48.95,-0.6000,48.9523
Avocado,10/30/2018,Food 4312,avo can,19.00,12.0,0,0,0,12.0,0,19.00,3.66,69.48,12.0000,69.4773
Peppers Cherry,10/30/2018,Food 4312,Gal Peppers,28.00,4.0,0,0,0,4.0,0,26.00,7.01,182.32,6.0000,182.3224
Mustard Dijon,10/30/2018,Food 4312,jar dijon,5.00,0.0,0,0,0,0.0,0,3.00,5.24,15.72,2.0000,15.7239
MUSTARD WHL GRAIN ,10/30/2018,Food 4312,32 oz jar,6.00,0.0,0,0,0,0.0,0,6.00,5.84,35.03,0.0000,35.0304
Soy Sauce,10/30/2018,Food 4312,gal soy,0.75,0.0,0,0,0,0.0,0,0.50,10.58,5.29,0.2500,5.29
Tuna Chunk - pouch,10/30/2018,Food 4312,Pouch tuna (48oz),9.00,6.0,0,0,0,6.0,0,11.00,8.49,93.39,4.0000,93.39
Pan Spray,10/30/2018,Food 4312,ea,1.50,0.0,0,0,0,0.0,0,1.50,2.78,4.17,0.0000,4.172
Oregano,10/30/2018,Food 4312,cont oregano,3.50,0.0,0,0,0,0.0,0,2.75,23.54,64.75,0.7500,64.7455
Basil,10/30/2018,Food 4312,cont basil,2.50,0.0,0,0,0,0.0,0,2.75,5.68,15.63,-0.2500,15.6263
Sugar,10/30/2018,Food 4312,lb,27.00,0.0,0,0,0,0.0,0,10.00,0.64,6.44,17.0000,6.444
Mayo Packets,10/30/2018,Food 4312,Box 204,1.25,1.0,0,0,0,1.0,0,1.75,17.79,31.13,0.5000,31.1325
Mustard Packets,10/30/2018,Food 4312,Box 500,0.25,1.0,0,0,0,1.0,0,1.00,5.88,5.88,0.2500,5.88
Sweet n Low Packets,10/30/2018,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,10/30/2018,Sides 4313,ea,200.00,144.0,0,0,0,144.0,0,208.00,0.35,72.28,136.0000,72.28
Chip JJ Reg ,10/30/2018,Sides 4313,ea,231.00,120.0,0,0,0,120.0,0,250.00,0.35,86.38,101.0000,86.375
Chip JJ BBQ ,10/30/2018,Sides 4313,ea,224.00,180.0,0,0,0,180.0,0,128.00,0.35,44.22,276.0000,44.224
Chip JJ Jalapeno ,10/30/2018,Sides 4313,ea,183.00,180.0,0,0,0,180.0,0,146.00,0.35,50.44,217.0000,50.443
Chip JJ S&V ,10/30/2018,Sides 4313,ea,144.00,180.0,0,0,0,180.0,0,40.00,0.35,13.82,284.0000,13.82
Chip JJ Skinny ,10/30/2018,Sides 4313,ea,104.00,60.0,0,0,0,60.0,0,95.00,0.41,38.62,69.0000,38.6175
Cookie Oatmeal Raisin,10/30/2018,Sides 4313,ea,120.00,56.0,0,0,0,56.0,0,143.00,0.46,66.27,33.0000,66.2662
Cookie JJ Triple Choc Chip,10/30/2018,Sides 4313,ea,103.00,112.0,0,0,0,112.0,0,79.00,0.56,44.52,136.0000,44.5244
CUP PLAS PRTN CLR 2 OZ  ,10/30/2018,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,10/30/2018,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,10/30/2018,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,10/30/2018,Paper 4314,$,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,10/30/2018,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),10/30/2018,Paper 4314,200 CT,12.00,0.0,0,0,0,0.0,0,9.00,1.88,16.92,3.0000,16.92
CUP PLAS TRANS 12 OZ - Paper Cat,10/30/2018,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,10/30/2018,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),10/30/2018,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,10.50,3.05,32.03,-10.5000,32.025
Napkins - Case 24 / Pack 284,10/30/2018,Paper 4314,Pack 284,0.00,24.0,0,0,0,24.0,0,0.00,1.50,0.00,24.0000,0.0
LID PLAS CLR F/1.5-2.5 OZ PRTN,10/30/2018,Paper 4314,100 CT,24.00,0.0,0,0,0,0.0,0,19.00,0.85,16.06,5.0000,16.055
Cup 22oz JJ,10/30/2018,Paper 4314,ea,"2,298.00",0.0,0,0,0,0.0,0,"1,784.00",0.04,65.29,514.0000,65.2944
Lid 22oz JJ,10/30/2018,Paper 4314,ea,"1,070.00",0.0,0,0,0,0.0,0,593.00,0.01,6.64,477.0000,6.6415999999999995
Cup 30oz JJ,10/30/2018,Paper 4314,ea,607.00,0.0,0,0,0,0.0,0,352.00,0.06,21.47,255.0000,21.472
Lid 30oz JJ,10/30/2018,Paper 4314,ea,"1,369.00",0.0,0,0,0,0.0,0,"1,131.00",0.00,0.90,238.0000,0.9048
Bags 8# JJ,10/30/2018,Paper 4314,Box 1000,1.00,0.0,0,0,0,0.0,0,0.40,27.88,11.15,0.6000,11.152
Wrap Sandwich,10/30/2018,Paper 4314,Box 1000,6.00,0.0,0,0,0,0.0,0,3.50,19.38,67.82,2.5000,67.8185
8X10 Port Pap. (WRAP PAPER DRY WAX),10/30/2018,Paper 4314,Box 500,7.00,12.0,0,0,0,12.0,0,12.00,2.64,31.72,7.0000,31.7196
Straws,10/30/2018,Paper 4314,Box 300,0.00,0.0,0,0,0,0.0,0,0.00,1.64,0.00,0.0000,0.0
Straws_new (Box 300),10/30/2018,Paper 4314,Box 300,24.00,0.0,0,0,0,0.0,0,21.00,1.46,30.73,3.0000,30.729299999999995
Pan Liners,10/30/2018,Paper 4314,Box 1000,0.40,0.0,0,0,0,0.0,0,0.35,30.80,10.78,0.0500,10.78
Mylar (Film PVC roll),10/30/2018,Paper 4314,roll 5280,1.35,0.0,0,0,0,0.0,0,1.25,52.07,65.09,0.1000,65.0903
Cucumber,10/30/2018,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,10/30/2018,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,10/30/2018,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,10/30/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,10/30/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,10/30/2018,Produce 4315,Head Let,78.00,168.0,0,0,0,168.0,0,114.00,1.34,152.76,132.0000,152.76
Tomatoes,10/30/2018,Produce 4315,lb,62.00,200.0,0,0,0,200.0,0,117.16,0.82,95.61,144.8400,95.6143
Onions (Yellow Jumbo),10/30/2018,Produce 4315,lb,20.00,50.0,0,0,0,50.0,0,38.00,0.32,12.16,32.0000,12.16
Sprouts,10/30/2018,Produce 4315,lb,0.60,4.0,0,0,0,4.0,0,1.25,5.98,7.47,3.3500,7.4688
Celery,10/30/2018,Produce 4315,stalk,10.00,6.0,0,0,0,6.0,0,9.00,0.96,8.61,7.0000,8.6121
Cucumbers,10/30/2018,Produce 4315,ea,8.00,25.0,0,0,0,25.0,0,17.00,0.88,14.96,16.0000,14.96
Syrup Coke,10/30/2018,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,5.00,15.37,76.85,2.5000,76.85
Syrup Diet Coke,10/30/2018,Beverage 4316,gal,6.50,0.0,0,0,0,0.0,0,3.00,15.37,46.11,3.5000,46.11
Syrup Sprite,10/30/2018,Beverage 4316,gal,4.50,5.0,0,0,0,5.0,0,8.00,15.37,122.96,1.5000,122.96
Syrup Lemonade Light,10/30/2018,Beverage 4316,gal,2.40,2.5,0,0,0,2.5,0,4.00,16.55,66.22,0.9000,66.2164
Syrup Mello Yellow,10/30/2018,Beverage 4316,gal,1.50,0.0,0,0,0,0.0,0,1.50,16.02,24.03,0.0000,24.03
Syrup Dr. Pepper,10/30/2018,Beverage 4316,gal,4.50,5.0,0,0,0,5.0,0,4.00,15.07,60.28,5.5000,60.28
Syrup Diet Dr Pepper,10/30/2018,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,10/30/2018,Beverage 4316,gal,7.00,0.0,0,0,0,0.0,0,5.10,12.24,62.43,1.9000,62.42499999999999
Syrup Powerade,10/30/2018,Beverage 4316,gal,2.50,0.0,0,0,0,0.0,0,3.50,16.01,56.05,-1.0000,56.0518
Tea Bag Brew Lipton,10/30/2018,Beverage 4316,ea,18.00,0.0,0,0,0,0.0,0,9.00,0.17,1.50,9.0000,1.5012
Water (bottle),10/30/2018,Beverage 4316,bottle,55.00,24.0,0,0,0,24.0,0,56.00,0.28,15.64,23.0000,15.635200000000001
Box - Mini Jimmy 12 CT Sandwich,10/30/2018,Catering 4320,each,24.00,0.0,0,0,0,0.0,0,25.00,0.91,22.81,-1.0000,22.8075
Box - Mini Jimmy 24 CT Sandwich,10/30/2018,Catering 4320,each,31.00,0.0,0,0,0,0.0,0,31.00,1.61,49.79,0.0000,49.7891
Box w/window - Jimmy 6 pk Cookie,10/30/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Paper Bag - Mini Jimmy Sandwich,10/30/2018,Catering 4320,Case 500,1.00,0.0,0,0,0,0.0,0,1.00,16.10,16.10,0.0000,16.1
Pickle Container - clear plastic w/lid & label,10/30/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,10/30/2018,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,10/30/2018,Catering 4320,ea,36.00,0.0,0,0,0,0.0,0,37.00,0.31,11.51,-1.0000,11.514400000000002
"Tray Cater Cmbo 12"" w / dome lid",10/30/2018,Catering 4320,each,5.00,25.0,0,0,0,25.0,0,27.00,0.92,24.86,3.0000,24.8562
"Tray Cater Cmbo 16"" w / dome lid",10/30/2018,Catering 4320,each,23.00,0.0,0,0,0,0.0,0,20.00,1.50,30.07,3.0000,30.072000000000003
Party Tray Bags,10/30/2018,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,10/30/2018,Office Supplies 5230,Case 5000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,11/06/2018,Bread 4311,ea,705.00,800.0,0,0,0,800.0,0,665.00,0.44,292.40,840.0000,292.4005
Wheat Sub -  9 Grain Roll,11/06/2018,Bread 4311,ea,204.00,64.0,0,0,0,64.0,0,184.00,0.57,104.42,84.0000,104.42
Wheat,11/06/2018,Bread 4311,ea,38.00,32.0,0,0,0,32.0,0,39.00,1.45,56.38,31.0000,56.3784
Buttermilk (0.5 gal),11/06/2018,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Buttermilk (0.5 gal),11/06/2018,Food 4312,0.5 gal,0.00,0.0,0,0,0,0.0,0,0.00,4.29,0.00,0.0000,0.0
Equal Sugar Substitute,11/06/2018,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,11/06/2018,Food 4312,Container 3.2oz,8.00,0.0,0,0,0,0.0,0,6.00,1.42,8.49,2.0000,8.4936
Pepper Jalapeno Slices,11/06/2018,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,11/06/2018,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,11/06/2018,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,11/06/2018,Food 4312,ea,1.25,0.0,0,0,0,0.0,0,1.20,8.35,10.02,0.0500,10.02
Avo Fresco,11/06/2018,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,11/06/2018,Food 4312,lb,27.75,37.2,0,0,0,37.2,0,41.00,3.12,127.96,23.9500,127.961
Salami,11/06/2018,Food 4312,lb,35.95,0.0,0,0,0,0.0,0,28.50,3.03,86.24,7.4500,86.2439
Ham,11/06/2018,Food 4312,lb,97.05,96.0,0,0,0,96.0,0,99.28,1.91,189.53,93.7700,189.5255
Turkey,11/06/2018,Food 4312,lb,145.50,129.9,0,0,0,129.9,0,127.75,2.87,366.17,147.6500,366.1698
Beef,11/06/2018,Food 4312,lb,43.90,80.45,0,0,0,80.45,0,77.00,3.99,307.15,47.3500,307.153
BACON - SLI APPLWD SMKD CKD,11/06/2018,Food 4312,ea,471.00,1200.0,0,0,0,1200.0,0,650.00,0.21,135.85,"1,021.0000",135.85
Cheese,11/06/2018,Food 4312,lb,74.00,138.65,0,0,0,138.65,0,164.50,2.19,360.58,48.1500,360.584
Mayonnaise,11/06/2018,Food 4312,gal mayo,59.00,8.0,0,0,0,8.0,0,56.00,8.16,456.95,11.0000,456.9544
Oil,11/06/2018,Food 4312,gal oil,10.00,0.0,0,0,0,0.0,0,9.00,9.40,84.64,1.0000,84.6441
Vinegar,11/06/2018,Food 4312,gal vinegar,12.60,0.0,0,0,0,0.0,0,11.00,3.89,42.74,1.6000,42.7361
Avocado,11/06/2018,Food 4312,avo can,19.00,12.0,0,0,0,12.0,0,20.00,3.66,73.13,11.0000,73.134
Peppers Cherry,11/06/2018,Food 4312,Gal Peppers,26.00,4.0,0,0,0,4.0,0,29.00,7.01,203.36,1.0000,203.3596
Mustard Dijon,11/06/2018,Food 4312,jar dijon,3.00,6.0,0,0,0,6.0,0,8.00,5.24,41.93,1.0000,41.9328
MUSTARD WHL GRAIN ,11/06/2018,Food 4312,32 oz jar,6.00,0.0,0,0,0,0.0,0,5.00,5.84,29.19,1.0000,29.192
Soy Sauce,11/06/2018,Food 4312,gal soy,0.50,0.0,0,0,0,0.0,0,0.45,10.58,4.76,0.0500,4.761
Tuna Chunk - pouch,11/06/2018,Food 4312,Pouch tuna (48oz),11.00,6.0,0,0,0,6.0,0,13.00,8.49,110.37,4.0000,110.37
Pan Spray,11/06/2018,Food 4312,ea,1.50,0.0,0,0,0,0.0,0,1.00,2.78,2.78,0.5000,2.7813
Oregano,11/06/2018,Food 4312,cont oregano,2.75,0.0,0,0,0,0.0,0,1.90,23.54,44.73,0.8500,44.7332
Basil,11/06/2018,Food 4312,cont basil,2.75,0.0,0,0,0,0.0,0,1.90,5.68,10.80,0.8500,10.7964
Sugar,11/06/2018,Food 4312,lb,10.00,25.0,0,0,0,25.0,0,15.00,0.64,9.67,20.0000,9.666
Mayo Packets,11/06/2018,Food 4312,Box 204,1.75,1.0,0,0,0,1.0,0,1.25,17.79,22.24,1.5000,22.237499999999997
Mustard Packets,11/06/2018,Food 4312,Box 500,1.00,1.0,0,0,0,1.0,0,1.25,5.88,7.35,0.7500,7.35
Sweet n Low Packets,11/06/2018,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,11/06/2018,Sides 4313,ea,208.00,144.0,0,0,0,144.0,0,218.00,0.35,75.76,134.0000,75.755
Chip JJ Reg ,11/06/2018,Sides 4313,ea,250.00,180.0,0,0,0,180.0,0,255.00,0.35,88.10,175.0000,88.1025
Chip JJ BBQ ,11/06/2018,Sides 4313,ea,128.00,360.0,0,0,0,360.0,0,280.00,0.35,96.74,208.0000,96.74
Chip JJ Jalapeno ,11/06/2018,Sides 4313,ea,146.00,300.0,0,0,0,300.0,0,334.00,0.35,115.40,112.0000,115.397
Chip JJ S&V ,11/06/2018,Sides 4313,ea,40.00,300.0,0,0,0,300.0,0,252.00,0.35,87.07,88.0000,87.066
Chip JJ Skinny ,11/06/2018,Sides 4313,ea,95.00,60.0,0,0,0,60.0,0,116.00,0.41,47.15,39.0000,47.154
Cookie Oatmeal Raisin,11/06/2018,Sides 4313,ea,143.00,0.0,0,0,0,0.0,0,112.00,0.46,51.90,31.0000,51.9008
Cookie JJ Triple Choc Chip,11/06/2018,Sides 4313,ea,79.00,168.0,0,0,0,168.0,0,135.00,0.56,76.09,112.0000,76.086
CUP PLAS PRTN CLR 2 OZ  ,11/06/2018,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,11/06/2018,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,11/06/2018,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,11/06/2018,Paper 4314,$,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,11/06/2018,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),11/06/2018,Paper 4314,200 CT,9.00,0.0,0,0,0,0.0,0,8.00,1.88,15.04,1.0000,15.039999999999997
CUP PLAS TRANS 12 OZ - Paper Cat,11/06/2018,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,11/06/2018,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),11/06/2018,Paper 4314,Pack 567,10.50,0.0,0,0,0,0.0,0,4.00,3.05,12.20,6.5000,12.2
Napkins - Case 24 / Pack 284,11/06/2018,Paper 4314,Pack 284,0.00,0.0,0,0,0,0.0,0,0.00,1.50,0.00,0.0000,0.0
LID PLAS CLR F/1.5-2.5 OZ PRTN,11/06/2018,Paper 4314,100 CT,19.00,0.0,0,0,0,0.0,0,17.00,0.85,14.37,2.0000,14.365
Cup 22oz JJ,11/06/2018,Paper 4314,ea,"1,784.00",0.0,0,0,0,0.0,0,"1,328.00",0.04,48.60,456.0000,48.6048
Lid 22oz JJ,11/06/2018,Paper 4314,ea,593.00,1000.0,0,0,0,1000.0,0,"1,344.00",0.01,14.65,249.0000,14.6496
Cup 30oz JJ,11/06/2018,Paper 4314,ea,352.00,750.0,0,0,0,750.0,0,874.00,0.06,54.71,228.0000,54.7124
Lid 30oz JJ,11/06/2018,Paper 4314,ea,"1,131.00",0.0,0,0,0,0.0,0,859.00,0.00,0.69,272.0000,0.6872
Bags 8# JJ,11/06/2018,Paper 4314,Box 1000,0.40,1.0,0,0,0,1.0,0,0.80,29.90,23.92,0.6000,23.92
Wrap Sandwich,11/06/2018,Paper 4314,Box 1000,3.50,3.0,0,0,0,3.0,0,4.75,19.38,92.04,1.7500,92.0393
8X10 Port Pap. (WRAP PAPER DRY WAX),11/06/2018,Paper 4314,Box 500,12.00,0.0,0,0,0,0.0,0,4.00,2.64,10.57,8.0000,10.5732
Straws,11/06/2018,Paper 4314,Box 300,0.00,0.0,0,0,0,0.0,0,0.00,1.64,0.00,0.0000,0.0
Straws_new (Box 300),11/06/2018,Paper 4314,Box 300,21.00,0.0,0,0,0,0.0,0,19.00,1.46,27.80,2.0000,27.8027
Pan Liners,11/06/2018,Paper 4314,Box 1000,0.35,0.0,0,0,0,0.0,0,0.25,30.80,7.70,0.1000,7.7
Mylar (Film PVC roll),11/06/2018,Paper 4314,roll 5280,1.25,0.0,0,0,0,0.0,0,0.95,52.07,49.47,0.3000,49.4686
Cucumber,11/06/2018,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,11/06/2018,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,11/06/2018,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,11/06/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,11/06/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,11/06/2018,Produce 4315,Head Let,114.00,120.0,0,0,0,120.0,0,109.00,1.31,143.06,125.0000,143.0625
Tomatoes,11/06/2018,Produce 4315,lb,117.16,125.0,0,0,0,125.0,0,108.25,0.68,73.61,133.9100,73.61
Onions (Yellow Jumbo),11/06/2018,Produce 4315,lb,38.00,50.0,0,0,0,50.0,0,60.00,0.30,18.29,28.0000,18.294
Sprouts,11/06/2018,Produce 4315,lb,1.25,0.0,0,0,0,0.0,0,0.25,5.98,1.49,1.0000,1.4938
Celery,11/06/2018,Produce 4315,stalk,9.00,0.0,0,0,0,0.0,0,5.50,0.96,5.26,3.5000,5.263
Cucumbers,11/06/2018,Produce 4315,ea,17.00,25.0,0,0,0,25.0,0,12.00,0.70,8.38,30.0000,8.376
Syrup Coke,11/06/2018,Beverage 4316,gal,5.00,5.0,0,0,0,5.0,0,8.50,15.37,130.65,1.5000,130.645
Syrup Diet Coke,11/06/2018,Beverage 4316,gal,3.00,5.0,0,0,0,5.0,0,7.50,15.37,115.28,0.5000,115.275
Syrup Sprite,11/06/2018,Beverage 4316,gal,8.00,0.0,0,0,0,0.0,0,8.00,15.37,122.96,0.0000,122.96
Syrup Lemonade Light,11/06/2018,Beverage 4316,gal,4.00,0.0,0,0,0,0.0,0,3.50,16.55,57.94,0.5000,57.93939999999999
Syrup Mello Yellow,11/06/2018,Beverage 4316,gal,1.50,0.0,0,0,0,0.0,0,1.50,16.02,24.03,0.0000,24.03
Syrup Dr. Pepper,11/06/2018,Beverage 4316,gal,4.00,5.0,0,0,0,5.0,0,7.00,15.07,105.49,2.0000,105.49
Syrup Diet Dr Pepper,11/06/2018,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,11/06/2018,Beverage 4316,gal,5.10,5.0,0,0,0,5.0,0,9.00,12.24,110.16,1.1000,110.1609
Syrup Powerade,11/06/2018,Beverage 4316,gal,3.50,0.0,0,0,0,0.0,0,3.00,16.01,48.04,0.5000,48.0444
